"Statistic Label","CensusYear","Detailed Marital Status","County and City","Sex","Age Group","UNIT","VALUE"
"Population","2016","Married (first marriage)","Mayo","Both sexes","Under 25 years","Number","171"
"Population","2016","Married (first marriage)","Mayo","Both sexes","25 - 29 years","Number","814"
"Population","2016","Married (first marriage)","Mayo","Both sexes","30 - 34 years","Number","3394"
"Population","2016","Married (first marriage)","Mayo","Both sexes","35 - 39 years","Number","5265"
"Population","2016","Married (first marriage)","Mayo","Both sexes","40 - 44 years","Number","5774"
"Population","2016","Married (first marriage)","Mayo","Both sexes","45 - 49 years","Number","5769"
"Population","2016","Married (first marriage)","Mayo","Both sexes","50 - 54 years","Number","5889"
"Population","2016","Married (first marriage)","Mayo","Both sexes","55 - 59 years","Number","5798"
"Population","2016","Married (first marriage)","Mayo","Both sexes","60 - 64 years","Number","5419"
"Population","2016","Married (first marriage)","Mayo","Both sexes","65 - 69 years","Number","4992"
"Population","2016","Married (first marriage)","Mayo","Both sexes","70 - 74 years","Number","3469"
"Population","2016","Married (first marriage)","Mayo","Both sexes","75 - 79 years","Number","2084"
"Population","2016","Married (first marriage)","Mayo","Both sexes","80 - 84 years","Number","1186"
"Population","2016","Married (first marriage)","Mayo","Both sexes","85 years and over","Number","562"
"Population","2016","Married (first marriage)","Mayo","Male","All ages","Number","25092"
"Population","2016","Married (first marriage)","Mayo","Male","Under 25 years","Number","64"
"Population","2016","Married (first marriage)","Mayo","Male","25 - 29 years","Number","298"
"Population","2016","Married (first marriage)","Mayo","Male","30 - 34 years","Number","1402"
"Population","2016","Married (first marriage)","Mayo","Male","35 - 39 years","Number","2449"
"Population","2016","Married (first marriage)","Mayo","Male","40 - 44 years","Number","2855"
"Population","2016","Married (first marriage)","Mayo","Male","45 - 49 years","Number","2878"
"Population","2016","Married (first marriage)","Mayo","Male","50 - 54 years","Number","2855"
"Population","2016","Married (first marriage)","Mayo","Male","55 - 59 years","Number","2850"
"Population","2016","Married (first marriage)","Mayo","Male","60 - 64 years","Number","2683"
"Population","2016","Married (first marriage)","Mayo","Male","65 - 69 years","Number","2575"
"Population","2016","Married (first marriage)","Mayo","Male","70 - 74 years","Number","1869"
"Population","2016","Married (first marriage)","Mayo","Male","75 - 79 years","Number","1165"
"Population","2016","Married (first marriage)","Mayo","Male","80 - 84 years","Number","768"
"Population","2016","Married (first marriage)","Mayo","Male","85 years and over","Number","381"
"Population","2016","Married (first marriage)","Mayo","Female","All ages","Number","25494"
"Population","2016","Married (first marriage)","Mayo","Female","Under 25 years","Number","107"
"Population","2016","Married (first marriage)","Mayo","Female","25 - 29 years","Number","516"
"Population","2016","Married (first marriage)","Mayo","Female","30 - 34 years","Number","1992"
"Population","2016","Married (first marriage)","Mayo","Female","35 - 39 years","Number","2816"
"Population","2016","Married (first marriage)","Mayo","Female","40 - 44 years","Number","2919"
"Population","2016","Married (first marriage)","Mayo","Female","45 - 49 years","Number","2891"
"Population","2016","Married (first marriage)","Mayo","Female","50 - 54 years","Number","3034"
"Population","2016","Married (first marriage)","Mayo","Female","55 - 59 years","Number","2948"
"Population","2016","Married (first marriage)","Mayo","Female","60 - 64 years","Number","2736"
"Population","2016","Married (first marriage)","Mayo","Female","65 - 69 years","Number","2417"
"Population","2016","Married (first marriage)","Mayo","Female","70 - 74 years","Number","1600"
"Population","2016","Married (first marriage)","Mayo","Female","75 - 79 years","Number","919"
"Population","2016","Married (first marriage)","Mayo","Female","80 - 84 years","Number","418"
"Population","2016","Married (first marriage)","Mayo","Female","85 years and over","Number","181"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","All ages","Number","25192"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","Under 25 years","Number","85"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","25 - 29 years","Number","465"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","30 - 34 years","Number","1800"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","35 - 39 years","Number","2811"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","40 - 44 years","Number","3033"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","45 - 49 years","Number","3016"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","50 - 54 years","Number","2845"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","55 - 59 years","Number","2838"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","60 - 64 years","Number","2698"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","65 - 69 years","Number","2204"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","70 - 74 years","Number","1591"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","75 - 79 years","Number","968"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","80 - 84 years","Number","564"
"Population","2016","Married (first marriage)","Roscommon","Both sexes","85 years and over","Number","274"
"Population","2016","Married (first marriage)","Roscommon","Male","All ages","Number","12556"
"Population","2016","Married (first marriage)","Roscommon","Male","Under 25 years","Number","28"
"Population","2016","Married (first marriage)","Roscommon","Male","25 - 29 years","Number","167"
"Population","2016","Married (first marriage)","Roscommon","Male","30 - 34 years","Number","748"
"Population","2016","Married (first marriage)","Roscommon","Male","35 - 39 years","Number","1325"
"Population","2016","Married (first marriage)","Roscommon","Male","40 - 44 years","Number","1506"
"Population","2016","Married (first marriage)","Roscommon","Male","45 - 49 years","Number","1522"
"Population","2016","Married (first marriage)","Roscommon","Male","50 - 54 years","Number","1392"
"Population","2016","Married (first marriage)","Roscommon","Male","55 - 59 years","Number","1421"
"Population","2016","Married (first marriage)","Roscommon","Male","60 - 64 years","Number","1366"
"Population","2016","Married (first marriage)","Roscommon","Male","65 - 69 years","Number","1107"
"Population","2016","Married (first marriage)","Roscommon","Male","70 - 74 years","Number","876"
"Population","2016","Married (first marriage)","Roscommon","Male","75 - 79 years","Number","557"
"Population","2016","Married (first marriage)","Roscommon","Male","80 - 84 years","Number","342"
"Population","2016","Married (first marriage)","Roscommon","Male","85 years and over","Number","199"
"Population","2016","Married (first marriage)","Roscommon","Female","All ages","Number","12636"
"Population","2016","Married (first marriage)","Roscommon","Female","Under 25 years","Number","57"
"Population","2016","Married (first marriage)","Roscommon","Female","25 - 29 years","Number","298"
"Population","2016","Married (first marriage)","Roscommon","Female","30 - 34 years","Number","1052"
"Population","2016","Married (first marriage)","Roscommon","Female","35 - 39 years","Number","1486"
"Population","2016","Married (first marriage)","Roscommon","Female","40 - 44 years","Number","1527"
"Population","2016","Married (first marriage)","Roscommon","Female","45 - 49 years","Number","1494"
"Population","2016","Married (first marriage)","Roscommon","Female","50 - 54 years","Number","1453"
"Population","2016","Married (first marriage)","Roscommon","Female","55 - 59 years","Number","1417"
"Population","2016","Married (first marriage)","Roscommon","Female","60 - 64 years","Number","1332"
"Population","2016","Married (first marriage)","Roscommon","Female","65 - 69 years","Number","1097"
"Population","2016","Married (first marriage)","Roscommon","Female","70 - 74 years","Number","715"
"Population","2016","Married (first marriage)","Roscommon","Female","75 - 79 years","Number","411"
"Population","2016","Married (first marriage)","Roscommon","Female","80 - 84 years","Number","222"
"Population","2016","Married (first marriage)","Roscommon","Female","85 years and over","Number","75"
"Population","2016","Married (first marriage)","Sligo","Both sexes","All ages","Number","24225"
